,n,k,n_changes_eadam,n_matches
0,2000,8,528,1908
1,2000,8,508,1893
2,2000,8,542,1902
3,2000,8,560,1899
4,2000,8,646,1907
5,2000,8,636,1900
6,2000,8,550,1909
7,2000,8,546,1899
8,2000,8,610,1906
9,2000,8,514,1909
10,2000,8,584,1901
11,2000,8,550,1909
12,2000,8,438,1892
13,2000,8,558,1911
14,2000,8,540,1898
15,2000,8,522,1900
16,2000,8,432,1904
17,2000,8,616,1912
18,2000,8,528,1896
19,2000,8,538,1905
20,2000,8,632,1909
21,2000,8,544,1903
22,2000,8,468,1894
23,2000,8,554,1910
24,2000,8,562,1898
25,2000,8,502,1914
26,2000,8,650,1909
27,2000,8,516,1897
28,2000,8,506,1890
29,2000,8,666,1911
30,2000,8,530,1906
31,2000,8,694,1906
32,2000,8,516,1895
33,2000,8,574,1900
34,2000,8,574,1900
35,2000,8,514,1899
36,2000,8,566,1904
37,2000,8,670,1906
38,2000,8,532,1900
39,2000,8,502,1897
40,2000,8,598,1901
41,2000,8,468,1899
42,2000,8,572,1899
43,2000,8,514,1891
44,2000,8,668,1902
45,2000,8,456,1900
46,2000,8,492,1904
47,2000,8,634,1901
48,2000,8,666,1894
49,2000,8,510,1897
50,2000,8,590,1900
51,2000,8,518,1909
52,2000,8,584,1897
53,2000,8,468,1901
54,2000,8,572,1914
55,2000,8,604,1896
56,2000,8,550,1909
57,2000,8,612,1902
58,2000,8,564,1911
59,2000,8,560,1898
60,2000,8,540,1902
61,2000,8,510,1900
62,2000,8,504,1900
63,2000,8,532,1896
64,2000,8,610,1902
65,2000,8,646,1912
66,2000,8,486,1898
67,2000,8,560,1904
68,2000,8,568,1911
69,2000,8,608,1905
70,2000,8,514,1905
71,2000,8,612,1905
72,2000,8,592,1908
73,2000,8,454,1912
74,2000,8,574,1899
75,2000,8,470,1901
76,2000,8,514,1900
77,2000,8,714,1900
78,2000,8,534,1898
79,2000,8,476,1904
80,2000,8,526,1904
81,2000,8,622,1900
82,2000,8,674,1901
83,2000,8,536,1906
84,2000,8,466,1896
85,2000,8,636,1902
86,2000,8,610,1908
87,2000,8,640,1912
88,2000,8,596,1902
89,2000,8,618,1899
90,2000,8,422,1905
91,2000,8,426,1902
92,2000,8,652,1888
93,2000,8,570,1904
94,2000,8,500,1898
95,2000,8,502,1907
96,2000,8,476,1914
97,2000,8,590,1898
98,2000,8,500,1896
99,2000,8,566,1899
