,n,k,n_changes,n_matches
0,7000,8,1532,6646
1,7000,8,1605,6659
2,7000,8,1442,6674
3,7000,8,1516,6646
4,7000,8,1459,6667
5,7000,8,1551,6662
6,7000,8,1436,6664
7,7000,8,1397,6651
8,7000,8,1491,6673
9,7000,8,1340,6637
10,7000,8,1696,6667
11,7000,8,1672,6664
12,7000,8,1373,6667
13,7000,8,1519,6665
14,7000,8,1522,6655
15,7000,8,1433,6648
16,7000,8,1579,6663
17,7000,8,1459,6666
18,7000,8,1700,6642
19,7000,8,1459,6663
20,7000,8,1591,6635
21,7000,8,1622,6673
22,7000,8,1686,6658
23,7000,8,1697,6652
24,7000,8,1657,6644
25,7000,8,1564,6631
26,7000,8,1749,6651
27,7000,8,1420,6655
28,7000,8,1661,6664
29,7000,8,1632,6675
30,7000,8,1481,6638
31,7000,8,1446,6677
32,7000,8,1546,6654
33,7000,8,1643,6650
34,7000,8,1661,6648
35,7000,8,1474,6654
36,7000,8,1404,6637
37,7000,8,1556,6657
38,7000,8,1491,6673
39,7000,8,1569,6676
40,7000,8,1661,6682
41,7000,8,1658,6646
42,7000,8,1725,6677
43,7000,8,1619,6653
44,7000,8,1477,6667
45,7000,8,1656,6680
46,7000,8,1488,6656
47,7000,8,1400,6662
48,7000,8,1626,6679
49,7000,8,1511,6677
50,7000,8,1306,6649
51,7000,8,1452,6641
52,7000,8,1579,6660
53,7000,8,1725,6644
54,7000,8,1584,6664
55,7000,8,1610,6658
56,7000,8,1665,6661
57,7000,8,1452,6668
58,7000,8,1449,6666
59,7000,8,1643,6672
60,7000,8,1540,6664
61,7000,8,1500,6657
62,7000,8,1369,6644
63,7000,8,1617,6665
64,7000,8,1594,6656
65,7000,8,1627,6656
66,7000,8,1550,6657
67,7000,8,1527,6674
68,7000,8,1608,6658
69,7000,8,1574,6640
70,7000,8,1759,6661
71,7000,8,1454,6665
72,7000,8,1722,6664
73,7000,8,1650,6651
74,7000,8,1338,6660
75,7000,8,1621,6671
76,7000,8,1483,6653
77,7000,8,1606,6651
78,7000,8,1619,6636
79,7000,8,1477,6639
80,7000,8,1684,6670
81,7000,8,1406,6651
82,7000,8,1591,6653
83,7000,8,1486,6677
84,7000,8,1563,6675
85,7000,8,1677,6659
86,7000,8,1678,6663
87,7000,8,1575,6668
88,7000,8,1674,6664
89,7000,8,1638,6676
90,7000,8,1562,6685
91,7000,8,1539,6658
92,7000,8,1555,6668
93,7000,8,1480,6637
94,7000,8,1503,6651
95,7000,8,1608,6685
96,7000,8,1545,6643
97,7000,8,1629,6660
98,7000,8,1356,6646
99,7000,8,1554,6656
